title_keywords,abstract_keywords
农村电商发展，多维度突破路径，实践验证,乡村振兴战略，农村电子商务，基础设施薄弱，人才短缺，产业链不完善，区域差异化，资源整合效率，农产品上行，农民增收，物流体系优化，本土化电商人才培养，区域公共品牌建设，动态评估指标体系
城市更新，住房市场，租金调控,城市更新，住房市场，利益相关者，GIS与空间分析，社会影响与包容性，评估与决策支持
城市更新，可持续更新，绿色基础设施,城市环境，绿色基础设施，经济增长，空间计量经济学，系统动力学，全要素生产率，城市可持续发展
城市更新，决策支持系统，多维数据融合,城市更新，GIS空间分析，机器学习算法，社会经济建模，城市更新潜力评估模型，更新优先级动态排序算法，实施效果多维度反馈机制，公众满意度指标量化评估，科学决策方法论，数据驱动转型
乡村振兴，传统村落，旅游发展模式,乡村旅游产业，文化载体，资源整合，文化内涵，可持续性，文化引领，产业融合，社区参与，旅游资源价值评估，文化活化路径，产业融合机制，传统村落旅游可持续发展，文化资源活化利用
城市更新，可持续更新，决策支持,城市更新，可持续更新，利益相关者，公众/社区参与，协同与网络治理，社会影响与包容性，投融资与运营模式，评估与决策支持
公共交通导向更新，大数据与多源数据，评估与决策支持,公共交通导向更新；大数据与多源数据；评估与决策支持；空间质量-客流动态耦合模型；机器学习；空间效能评估体系；智慧城市
公共空间更新，GIS与空间分析，评估与决策支持,GIS与空间分析，评估与决策支持，交通流量监测，安全风险评估，智慧城市
城市更新，利益相关者，参与机制,城市更新，利益相关者，协同治理，社会网络分析，参与效能评估，政府-市场-公众三元主体
城市更新，公共空间更新，社会影响与包容性,空间诗学，女性主义地理学，建筑空间符号学，都市空间，性别政治
城市更新，产城融合，制度创新,城市更新，产城融合，制度创新，土地混合使用，利益分配机制，跨部门协同
城市更新，可持续更新，大数据与多源数据,可再生能源，分布式能源，GIS与空间分析，遥感技术，低碳与双碳目标，评估与决策支持
城市更新，交易成本，决策优化,城市更新，交易成本，利益相关者，协同与网络治理，社会影响与包容性，土地经济与产权，评估与决策支持
低碳与双碳目标，城市更新，评估与决策支持,低碳与双碳目标，城市更新，评估与决策支持，生态修复与绿色基础设施，大数据与多源数据，GIS与空间分析
城市更新，空间决策支持系统，可持续更新,街区尺度，多源数据融合，空间分析，多准则决策分析，地理信息技术，社区参与机制，可持续性指标，经济-生态效益，社区满意度，智慧城市
生态修复与绿色基础设施，生态脆弱区，可持续更新,生态修复与绿色基础设施，遥感技术，生态系统服务，生态脆弱区，可持续更新，生态安全格局
城市更新，多源遥感，POI数据,城市更新，多源遥感，POI数据，空间叠加分析，机器学习分类，景观格局指数，城中村改造，国土空间规划
乡村振兴，特色农产品，电商化,乡村振兴，特色农产品，电商化，供应链整合，品牌建设，消费者信任，产业赋能，电商平台，品牌联动，政府引导，企业主导，农户参与
生态修复与绿色基础设施，公众/社区参与，社会影响与包容性,湿地保护，生态旅游，社区参与模式，农民生计改善，生态承载力阈值，协同发展模式
老旧小区改造，可持续更新，居民满意度评估,老旧小区改造，可持续更新，居民参与，评估与决策支持，社会影响与包容性，环境，经济，社会
历史街区保护，文化传承，有机更新,历史街区保护，文化传承，有机更新，空间句法，社区参与，城市活力
城市更新，社交媒体情感分析，动态评估,城市更新，公众参与，大数据，自然语言处理，情感极性分析，LSTM神经网络，公众满意度，空间响应度，动态评估，城市治理
创意产业园区，品牌影响力，营销策略,同质化竞争，品牌识别度，营销策略，文化IP，空间叙事，新媒体矩阵，客流量，品牌认知度，商户满意度
可持续更新，城市更新，评估与决策支持,城市更新，老旧小区改造，历史街区保护，空间句法，GIS与空间分析，社区参与，评估与决策支持，有机更新
特色农产品，全产业链优化，产业竞争力,特色农产品，产业可持续发展，全产业链优化，品种改良，精深加工，品牌营销，产业经济学，案例实证，优质品种选育，加工工艺创新，区域公共品牌，乡村振兴，传统农业转型升级
历史街区保护，城市法律，空间治理,历史街区保护，城市法律，空间治理，土地用途管制，遗产保护条例，产权纠纷
公共空间更新，GIS与空间分析，评估与决策支持,GIS空间分析，多元回归模型，城市功能区，公共交通覆盖半径，决策支持
城市更新，可持续更新，评估与决策支持,城市更新，可持续更新，GIS与空间分析，多准则决策分析，社区参与式规划，居民生活质量，历史街区保护，生态修复与绿色基础设施，碳排放强度，评估与决策支持
乡村振兴，产业融合，新质生产力,乡村振兴，产业融合，新质生产力，文化资源活化，体育赛事赋能，旅游产品升级
老旧小区改造，智能管理系统，类型学分析,城市更新，老旧小区改造，智能管理系统，类型学分析，动态决策模型，社区治理
城市更新，可持续更新，城市韧性,生态修复与绿色基础设施，土地经济与产权，社会影响与包容性，评估与决策支持，GIS与空间分析
城市更新，可持续更新，决策支持系统,城市再生，可持续性评估，决策支持框架，多智能体仿真，历史案例特征提取，再生方案动态优化，城市复杂系统韧性
历史街区保护，生态修复与绿色基础设施，景观保护,历史街区保护，生态修复与绿色基础设施，GIS与空间分析，乡土植物，历史景观，活态保护模式
城市更新，多源数据，决策树模型,城市更新；决策树模型；GIS与空间分析；多源数据；人口密度变化率；土地开发强度；公共服务设施覆盖率；数据驱动；空间治理
深度学习，多模态数据融合，精准医疗诊断,医疗诊断，深度学习，多模态数据，卷积神经网络，长短期记忆网络，医学影像数据，临床文本数据，疾病早期诊断，智能医疗诊断系统
城市更新，公众参与，GIS与空间分析,城市更新，公众参与，GIS与空间分析，协同与网络治理，评估与决策支持，数字技术与智慧城市
城市韧性，生态修复与绿色基础设施，GIS与空间分析,城市韧性，生态修复与绿色基础设施，GIS与空间分析，多源数据，空间计量建模，海绵城市
城市更新，绩效评估，多维度评价,城市更新，绩效评估，土地利用效率，居民满意度，基础设施改善率，经济-社会-环境，混合研究方法，动态评估体系
乡村振兴，文旅融合，协同治理,乡村振兴，文旅融合，协同治理，文化价值挖掘，可持续性，资源整合，历史文化资源，生态旅游资源，产业联动，政府-企业-村民，利益共享
城市更新，可持续更新，都市运营工具,城市更新，可持续更新，利益相关者，公众/社区参与，协同与网络治理，投融资与运营模式，低碳与双碳目标，评估与决策支持
原居地养老模式，城乡差异，养老资源分配,老龄化，城乡差异，养老需求，社区支持，养老服务满意度
城市更新，利益相关者，社会影响与包容性,城市更新，社会影响与包容性，利益相关者，公众/社区参与，协同与网络治理，投融资与运营模式，评估与决策支持
农村电子商务，数字商业，乡村振兴,农村电子商务，数字商业，乡村振兴，物流体系，人才培养
城市更新，区域治理，历史街区保护,城市更新，历史街区保护，利益相关者，公众/社区参与，公共空间更新，协同与网络治理，社会影响与包容性，土地经济与产权
区域协同，户外体育产业，资源整合,区域经济一体化，户外体育产业，资源分布不均，政策衔接不足，市场主体联动缺失，空间重构，制度创新，业态融合，社会网络分析法，案例比较法，产业要素流动规律，协同机制，资源禀赋，互补性特征，跨行政区政策工具，优化路径，协同度评价体系，产业空间布局方案，双核驱动，多点支撑
城市更新，多源数据，规划优化,城市更新，GIS与空间分析，公共交通导向更新，空间句法，计量经济学模型，数据驱动，规划决策系统
生态修复与绿色基础设施，城市更新，城市韧性,生物多样性，生态服务功能，城市公园，植物配置，传粉昆虫群落，本土蜜源植物，蝴蝶协同进化关系，传粉网络结构，复杂网络分析法，种间互作矩阵，网络连接度，模块化程度，关键物种中心性，传粉效率，核心蜜源植物功能群，本土菊科，豆科植物，中介中心性，生态效能，关键蜜源物种，城市人工生态系统，种间互作规律，公园植物配置，传粉服务功能，生态廊道建设
利益相关者，城市更新，决策机制优化,城市更新，利益相关者，社会网络治理，多元主体协同共治，社会网络分析法，政府部门，开发商，社区居民，决策效率，城市治理体系
生态环境，评估与决策支持，协同与网络治理,生态环境，评估与决策支持，协同与网络治理，空间计量分析，综合评价体系，空间溢出效应
城市更新，可持续更新，社区参与,高密度城市，物业导向，社区空间可持续性评估框架，空间句法分析，社会网络调查，可达性，混合度，包容性，空间正义
特色农产品，电商化转型，多维营销策略,乡村振兴战略，农产品网络营销，产品差异化，渠道矩阵化，品牌故事化，案例分析法，SWOT-PEST组合模型，电商平台，社交媒体传播，消费者信任构建机制，区域公共品牌，企业子品牌，协同发展模式
城市更新，地理信息系统，空间规划,城市更新，地理信息系统，空间分析，土地用途识别，基础设施布局优化，智慧城市
数字经济，农村电子商务，苏南地区,数字经济，农村电子商务，基础设施不完善，人才短缺，产业链整合不足，政府-企业-农户协同发展，多案例比较分析，定量评估，数字化转型路径，政策支持，人才培养，技术应用，乡村振兴
城市更新，EPC模式，成本管理,城市更新，EPC模式，成本管理，评价体系，层次分析法，模糊综合评价，全过程成本可视化管控
旅游发展战略，SWOT分析，区域旅游竞争力,区域旅游发展，同质化竞争，资源整合，SWOT分析框架，混合研究方法，旅游发展评估体系，旅游资源优势，区位劣势，政策机遇，市场威胁，战略匹配度，旅游收入，区域旅游竞争优势，决策支持，旅游规划
城市更新，可持续更新，城市韧性,可持续更新，城市更新，历史街区保护，基础设施升级，居民满意度
乡村振兴，农村电子商务，数字化平台,乡村振兴，农村电子商务，数字化平台，物流成本，农产品标准化，政府引导+平台赋能+农户参与，县域物流网络智能化改造，农产品溯源系统建设，电商技能培训
城市更新，治理体系，制度创新,城市更新，存量发展，治理体系，政策协同，实施效率，制度创新，机构重组，职能整合，流程再造，政策文本分析，案例比较研究，专业化更新管理机构，跨部门协同机制，项目审批，政策执行效率，公众满意度，城市治理现代化，空间资源高效配置
乡村振兴，农村电子商务，物流体系优化,乡村振兴，农村电子商务，物流体系优化，基础设施薄弱，配送效率低下，服务覆盖不足，协同发展，SWOT分析法，案例比较法，物流节点布局优化，冷链技术应用推广，县域共同配送体系，城乡物流协同发展，区域农村电商政策，农村现代化流通体系
公共空间更新，低碳与双碳目标，数字技术与智慧城市,公共空间更新，低碳与双碳目标，数字技术与智慧城市，大数据与多源数据，评估与决策支持，投融资与运营模式
乡村振兴战略，农村电子商务，物流体系优化,县域电商物流，基础设施薄弱，配送效率低下，西部贫困县域，协同发展模式，物流节点布局优化，冷链技术适配性改造，最后一公里配送创新
工业遗产与棕地更新，可持续更新，协同与网络治理,工业遗产与棕地更新，可持续更新，协同与网络治理，利益相关者，公众/社区参与，评估与决策支持，社会影响与包容性
产业转移，市场细分，技术创新,产业转移，市场细分，技术创新，区域经济格局，企业创新投入，创新产出弹性
城市更新，建成环境，系统综述,城市更新，建成环境，文献计量分析，系统综述，历史街区保护，工业遗产与棕地更新，社会影响与包容性，评估与决策支持
餐饮业品牌命名，语言特征分析，地域文化特色,餐饮行业，品牌命名，地域文化特色，语言特征，文化符号，商业价值，语料库语言学，社会符号学，消费心理，品牌辨识度
城市更新，社会影响与包容性，可持续更新,社会公平，公众/社区参与，历史街区保护，城市更新，可持续更新，社会影响与包容性
城市森林，碳汇效能，能源碳排放,碳中和，城市森林，碳汇效能，遥感技术，GIS与空间分析，低碳与双碳目标，生态修复与绿色基础设施
历史街区保护，城市更新，可持续更新,历史街区保护，城市更新，可持续更新，公众/社区参与，社会影响与包容性，文化遗产价值转化机制，社区主导型旅游开发模式
供应链韧性，数字化赋能，实证分析,供应链韧性，数字化技术，信息协同，智能决策，双重差分法，供应链中断应对能力，恢复速度，适应性，信息可视化，智能调度
城市更新，可持续更新，利益相关者,城市更新，可持续更新，利益相关者，公众/社区参与，协同与网络治理，投融资与运营模式，土地经济与产权
低碳与双碳目标，大数据与多源数据，评估与决策支持,低碳与双碳目标，大数据与多源数据，评估与决策支持，数字技术与智慧城市，碳足迹数字孪生系统
城市更新，治理模式，规划优化,多元治理，东西方对比，治理结构，公众/社区参与，适应性策略，综合评价体系
资源配置模型，协同发展路径，县域旅游,空间结构优化，产业协同，GIS空间分析，产业耦合度，交通可达性，区位熵，引力模型，核心-边缘分布，空间利用率，乡村振兴
城市更新，决策支持，协同优化,城市更新，大数据，GIS与空间分析，数字技术与智慧城市，利益相关者，评估与决策支持
野生动物微生物组学，宏基因组测序，宿主-微生物互作,野生动物微生物组学，宏基因组测序，宿主-微生物互作，非损伤性粪便采样，肠道微生物组成，功能基因表达，营养干预策略
城市更新，治理创新，政策演进,存量土地再开发，政策碎片化，治理体系，三旧改造，行政管理体制创新，城市更新局，多方主体协同治理，超大城市存量空间治理
数字经济，农产品供应链，智能管理,区块链，物联网，多源数据融合，机器学习，智能合约，数字化改造，供应链协同，乡村振兴
城市更新，可持续更新，决策支持系统,城市更新，可持续更新，决策支持系统，GIS与空间分析，大数据与多源数据，社会影响与包容性，土地经济与产权，评估与决策支持
乡村振兴，电子商务，物流优化,乡村振兴，电子商务，物流优化，产销协同，智慧物流，冷链仓储网络，物流信息共享平台，末端配送路径优化
城市更新，土地利用效率，微观评估,城市更新，土地利用效率，GIS与空间分析，大数据与多源数据，评估与决策支持，国土空间规划
生态修复与绿色基础设施，低碳与双碳目标，遥感技术,生态修复与绿色基础设施，低碳与双碳目标，遥感技术，碳汇功能，土壤有机碳库，蓝碳生态系统，碳中和示范区
城市更新，治理转型，空间重构,城市更新，治理转型，空间重构，利益相关者，公众/社区参与，协同与网络治理，社会影响与包容性，土地经济与产权
特色农产品，数据驱动型产业升级，提质增效,特色农产品，数据驱动型产业升级，问卷调查，实时数据分析，精准种植技术，数字化营销策略，乡村振兴，特色农业数字化转型
城市更新，GIS与空间分析，大数据与多源数据,三维建筑信息模型，多源地理大数据，空间句法分析，机器学习分类，热力图叠加，建筑年代，功能混合度，交通可达性，人口流动，商业活力，更新潜力评估模型，智慧城市
冷链物流，配送路径优化，遗传算法,生鲜电商，冷链物流，配送效率，动态路径优化，能耗控制，客户满意度，智慧化低碳冷链体系
可持续更新，城市化，评估与决策支持,城市化，可持续更新，评估与决策支持，城市更新，社会-经济-环境多维协同效应，空间计量经济学，系统动力学，基础设施供需匹配度，生态红线，土地开发阈值，公共资源错配风险，差异化区域发展路线图
数字包容性金融，乡村振兴，高质量经济发展,城乡金融资源分配不均，金融包容性政策，数字技术，双重差分模型，空间计量方法，城乡收入差距，产业升级，经济质量，数字金融覆盖率，农村居民收入，县域GDP增速，普惠金融，区域金融政策，乡村振兴金融服务体系，城乡融合发展，数字经济时代，高质量发展
城市更新，协同治理，历史街区保护,政府主导型更新模式，社区参与，治理结构动态平衡，多元主体互动，政策工具组合，容积率奖励，遗产保护条例，社区自组织，制度化协商平台，社会可持续更新
数字金融，传统金融，乡村振兴,金融资源配置，金融服务效率，农村金融体系，金融服务可得性，金融稳定性，农村金融渗透率，金融服务成本，多元化金融体系，区域经济均衡发展，共同富裕
城市更新，可持续更新，社区参与,城市更新，可持续更新，社区参与，利益相关者，公众/社区参与，社会影响与包容性，协同与网络治理
数字技术与智慧城市，文化旅游，创新模式,元宇宙技术，数字孪生，虚拟现实，沉浸式体验，文化旅游，数字化转型
垂直绿化系统，城市热岛效应，空气质量改善,绿色基础设施，城市微气候，生态修复，植物蒸腾降温，颗粒物吸附，温度调节，PM2.5吸附效率，节能效益
城市更新，历史街区保护，多维度评估框架,城市更新，历史街区保护，可持续更新，利益相关者，协同与网络治理，社会影响与包容性，评估与决策支持
社交媒体，生态旅游，精准营销,社交媒体，生态旅游，大数据，社交网络分析，A/B测试，精准营销体系，用户互动率，生态保护意识，数字化转型
城市更新，整合式再生，规划策略,城市更新，可持续更新，历史街区保护，利益相关者，公众/社区参与，协同与网络治理，社会影响与包容性，土地经济与产权，投融资与运营模式，评估与决策支持
预制建筑，绿色建造，产业化应用,双碳目标，BIM技术，生命周期评价，预制构件标准化，供应链优化，装配式施工，施工废弃物，建造周期，综合成本，区域气候适应性，绿色转型升级
城市更新，数据挖掘技术，治理模式优化,城市更新治理，数据挖掘技术，治理效率提升，决策支持，可持续发展
特色农产品，电子商务平台，区域品牌建设,乡村振兴战略，农产品电商化转型，区域品牌认知度，产销对接，电商运营专业化，电商平台选择策略，农产品标准化体系建设，区域品牌传播效果，特色农产品电商发展评价指标体系，政府引导+企业主体+农户参与的协同机制，互联网+农业
微更新/渐进式更新，生态修复与绿色基础设施，城市更新,城市微更新，生态修复与绿色基础设施，低碳与双碳目标，城市韧性，评估与决策支持
乡村体育赛事，品牌建设，SWOT分析,乡村体育赛事，品牌建设，SWOT分析，乡村振兴，文体旅融合
数字技术与智慧城市，城市更新，可视化增强方法,虚拟城市更新，公众参与，数字孪生系统，智慧城市，视觉质量评估，扩散模型
电子商务模式创新，农产品产业升级，区域特色农产品,农产品电子商务，物流成本，品牌化，冷链物流，区域公共品牌，电商人才培训，电商生态圈，线上销售额，乡村振兴，数字经济
城市更新，评估与决策支持，GIS与空间分析,城市更新，评估与决策支持，GIS与空间分析，大数据与多源数据，系统动力学，综合效益评估
生态修复与绿色基础设施，评估与决策支持，大数据与多源数据,生态修复与绿色基础设施，评估与决策支持，大数据与多源数据，环境因子，入侵区域
公共空间更新，协同与网络治理，多维协同治理,公共空间更新；协同与网络治理；公众/社区参与；生态修复与绿色基础设施；历史街区保护；适应性再利用；评估与决策支持
电子商务，数字经济，区域经济转型,电子商务，数字经济，乡村振兴，区域经济转型，物流网络，农产品上行通道，跨境电商，资源配置优化
GIS与空间分析，生态修复与绿色基础设施，大数据与多源数据,土地经济与产权，GIS与空间分析，遥感技术，生态修复与绿色基础设施，低碳与双碳目标，评估与决策支持
电子商务，产业升级，数字化营销,特色农产品，供应链整合，品牌溢价，数字化营销，直播电商，社群营销，冷链物流，乡村振兴，农业数字化转型
可持续更新，城市更新，智能管理,可持续更新，城市更新，智能管理，环境因素，量化评估模型，智能决策支持系统，全周期管理
农村电子商务，O2O模式，城乡融合发展,乡村振兴战略，农村电子商务，O2O模式，县域物流网络优化，农户数字技能培训，产销数据智能匹配，城乡融合发展
历史街区保护，可持续更新，城市更新,文化遗产保护，历史街区保护，适应性再利用，社区参与机制，城市活力，可持续更新
农村阅读推广，供给侧改革，流动书箱,文化供给侧结构性改革，农村阅读推广，供需匹配，资源配置，读者反馈系统，公共文化服务，乡村文化振兴，基本公共文化服务均等化
城市更新，利益相关者，协同与网络治理,城市更新，可持续更新，利益相关者，公众/社区参与，历史街区保护，社会影响与包容性，协同与网络治理
乡村旅游，文化赋能，高质量发展,乡村旅游，文化资源活化利用，文旅产品创新设计，社区参与机制构建，可持续发展，乡村振兴，文旅融合
城市更新，投融资与运营模式，风险评估,公共私营合作模式，财务风险评估，风险分担机制，土地增值收益分配，政策变动影响，运营成本波动，风险评估模型
大数据与多源数据，GIS与空间分析，评估与决策支持,大数据与多源数据，GIS与空间分析，评估与决策支持，时空异质性，区域创新系统
数字技术与智慧城市，城市更新，评估与决策支持,城市更新，数字技术与智慧城市，大数据与多源数据，GIS与空间分析，评估与决策支持，协同与网络治理
农村养老服务体系，县域差异化需求，文化嵌入型,人口老龄化，农村养老服务供需失衡，资源分散，服务模式单一，地方文化适配性，家庭养老功能弱化，社区服务衔接机制，民俗文化整合，养老服务覆盖率，满意度提升，县域养老模式评估框架，乡村振兴战略
城市更新，发展路径，演进机制,城市更新，制度环境，行动主体，空间形态，政策模仿，国际经验参照，地方自主探索，政府主导，市场驱动，多元主体探索，制度变迁，政策扩散，地方创新，本土化城市更新理论，城市高质量发展
农村电商人才培训，模式创新，实践研究,农村电商人才培训，需求导向，案例研究，问卷调查，实地访谈，本土化解决方案，三位一体培训体系，电商实操能力，创业成功率，培训满意度，学员创业率，乡村振兴战略，农村电商可持续发展，农民增收
工业遗产与棕地更新，适应性再利用，可持续更新,工业遗产与棕地更新，适应性再利用，可持续更新，历史街区保护，数字技术与智慧城市，低碳与双碳目标，评估与决策支持
数字电子商务，传统文化商业化，非遗传承,数字电子商务，文化IP孵化，大数据用户画像，区块链溯源技术，数字化流通体系，数字化营销，Z世代消费群体，非遗产品，文化产业链升级
可持续更新，城市韧性，生态修复与绿色基础设施,可持续更新，城市韧性，生态修复与绿色基础设施，低碳与双碳目标，GIS与空间分析，城市微气候环境，公众/社区参与
电子商务，市场竞争力，品牌影响力,电子商务，传统特色食品产业，市场定位，品牌传播，销售渠道优化，线上线下资源整合，文化IP打造，数字化转型
城市更新，利益相关者，可持续更新,城市更新，利益相关者，可持续更新，协同与网络治理，社会影响与包容性，土地经济与产权，评估与决策支持
养老保险制度，政策协同，运行效率,人口老龄化，养老保险体系，财务可持续性，政策工具，制度环境，主体行为，精算模型，政策评估，全国统筹，个人账户改革，代际公平，延迟退休政策，精算平衡，缴费率调整，区域转移支付，社会保障理论，决策支撑
城市更新，协同与网络治理，投融资与运营模式,利益相关者，公众/社区参与，协同与网络治理，社会影响与包容性，评估与决策支持
文化数字化，电子商务，共同富裕,文化数字化，电子商务，共同富裕，区域发展，可持续发展，乡村振兴
可持续更新，多源遥感数据，GIS与空间分析,多源遥感数据，GIS与空间分析，城市更新，热岛效应，生态修复与绿色基础设施，评估与决策支持
城市更新，大数据与多源数据，评估与决策支持,居民福祉，大数据与多源数据，GIS与空间分析，公共空间更新，生态修复与绿色基础设施，评估与决策支持
分子设计方法，尿酸代谢平衡，多靶点协同调控,尿酸代谢紊乱，痛风，高尿酸血症，分子对接，动力学模拟，代谢网络分析，尿酸合成酶，尿酸转运体，双靶点抑制策略，虚拟筛选，先导化合物结构，代谢稳定性
区域经济转型升级，电子商务发展模式，路径优化,长三角区域经济一体化，传统产业数字化转型，产城融合，跨境电商，特色产业集群，电商生态系统，双循环新发展格局
城市更新，大数据与多源数据，评估与决策支持,城市更新，大数据与多源数据，评估与决策支持，GIS与空间分析，数字技术与智慧城市，可持续更新
乡村振兴，电子商务，法律保障,乡村振兴，电子商务，法律规制，地方性法规，纠纷调解机制，物流监管体系
深度学习，多模态数据融合，智能医疗诊断,深度学习，多模态数据融合，智能医疗诊断，卷积神经网络，注意力机制，特征对齐，诊断准确率
数字经济，农村电子商务，创新路径,数字经济，农村电子商务，基础设施薄弱，人才短缺，产业链整合，物流体系智能化改造，电商人才本地化培养，特色农产品品牌建设，乡村振兴
城市更新，可持续更新，生态系统服务,生态效益评估，空间规划，多源数据融合，空间叠加分析，城市绿地，水系，碳汇，生物多样性，GIS，空间决策支持工具，生态服务价值，社会生态系统协同演化
历史街区保护，电子商务，文旅融合,文旅融合，电子商务，历史街区保护，数字化转化，线上线下协同发展，大数据分析，乡村振兴
城市更新，城市韧性，韧性适应循环理论,城市更新，城市韧性，可持续更新，社会影响与包容性，生态修复与绿色基础设施，评估与决策支持
电子商务平台，数字化转型，市场拓展策略,电子商务经济，数字化转型，大数据分析，供应链优化，直播带货，社群营销，数字化管理体系
城市更新，可持续更新，规划范式,城市更新，可持续更新，历史街区保护，公众/社区参与，协同与网络治理，社会影响与包容性，国土空间规划
土地经济与产权，评估与决策支持，投融资与运营模式,土地经济与产权，评估与决策支持，投融资与运营模式，利益相关者，公众/社区参与，社会影响与包容性
城市更新，老旧小区改造，有机更新,城市更新，老旧小区改造，有机更新，空间句法分析，公共服务设施配套优化，社区治理机制创新，城市活力，居民满意度
电子商务模式创新，产业转型，特色农产品流通,农产品销售渠道受限，产业升级，电子商务研究，干旱区农产品易损性，物流体系，电商人才培育机制，跨境电商业态创新，地理标志产品，社区电商，跨境通道，供应链韧性，电商技能培训，中亚市场，跨境电商，农产品线上销售，本土电商企业，数字贸易走廊，乡村振兴，区域电商发展
老旧小区改造，类型学方法，优化策略,老旧小区改造，空间句法，使用后评价，分类框架，空间利用率，居民满意度，城市有机更新
农村电商，区域特色产业，乡村振兴,乡村振兴，农村电商，区域特色产业，农业现代化，差异化竞争优势，物流网络优化，品牌IP打造，政府-平台-农户三元联动模式
城市更新，文献计量学，影响因素,文献计量学，城市更新，影响因素，共现网络，主题演化，评价指标体系，科学决策，城市可持续发展
数字经济，农村电子商务，乡村振兴,基础设施，物流成本，人才短缺，数字化转型，政府引导，市场驱动，网络覆盖，物流体系，金融支持，数字素养
城市更新，可持续更新，城市韧性,健康城市建设，城市改革政策，卫生基础设施改善，环境质量提升，公共服务均等化，健康促进效果，城市治理，公共健康
数字化转型，特色产业，乡村振兴,乡村振兴，特色产业，电子商务，产业链整合，品牌建设，物流优化，数字营销，协同发展模式，农村电商生态体系，数字经济
城市更新，社区韧性，建筑与规划指南,城市更新，社区韧性，社会资本，公共空间布局，历史遗产保护，韧性理论，多学科交叉研究，建筑密度控制，抗风险能力，居民满意度，城市可持续发展
乡村振兴，农村电商，社会工作,乡村振兴，农村电商，社会工作，人才培育，社区工作，个案管理，社会组织，可持续发展
遥感技术，GIS与空间分析，评估与决策支持,多源遥感数据，GIS与空间分析，大数据与多源数据，评估与决策支持，城市韧性，可持续更新
城市更新，公共空间更新，协同与网络治理,城市更新，公共空间更新，协同与网络治理，利益相关者，公众/社区参与，社会影响与包容性，土地经济与产权，投融资与运营模式
文化旅游，语言景观，旅游体验,文化旅游，语言景观，旅游体验，文化认同感，目的地形象，游客感知
城市更新，社会可持续性，跨区域比较,社会可持续性，城市更新，社区参与，文化传承，社会包容性，文化保护，经济公平，社区赋权，历史景观保护，就业机会创造，居民满意度
历史街区保护，乡村振兴，协同与网络治理,文化生态保护，乡村振兴，协同与网络治理，数字技术与智慧城市，公众/社区参与
公共交通导向更新，城市更新，高密度城市,公共交通导向更新，城市更新，高密度城市，空间句法，容积率调控，土地混合开发，站城一体，碳排放强度
新能源汽车，欧盟市场，出口策略,碳中和，市场准入壁垒，本土化竞争，国际竞争力，政策引导，市场驱动，技术标准对接，营销渠道创新，供应链本地化，消费偏好，政策差异，差异化市场进入策略，动态风险评估体系，市场占有率，本土化采购率，碳边境税机制，高端制造
城市更新，可持续更新，公众/社区参与,城市更新，可持续更新，公众/社区参与，生态修复与绿色基础设施，协同与网络治理，社会影响与包容性，评估与决策支持
城市化，应用型本科，数学教育体系,应用型人才，课程设置，实践教学，城市发展导向型，产业结构变动，城市大数据分析，工程数学建模
城市更新，可持续更新，协同与网络治理,城市更新，历史街区保护，工业遗产与棕地更新，利益相关者，公众/社区参与，协同与网络治理，社会影响与包容性，土地经济与产权，GIS与空间分析，评估与决策支持
数字经济，跨境电商，物流优化,数字经济，跨境电商，物流网络重构，智慧仓储建设，多式联运整合，数字中台
城市更新，治理模式，效能评估,城市更新，治理模式，公众/社区参与，评估与决策支持，社会影响与包容性，协同与网络治理
